ACCIDENT_NO,LIGHT_CONDITION,SEVERITY,SPEED_ZONE,ROAD_GEOMETRY,NO_PERSONS_NOT_INJ,LICENCE_STATE,SEATING_POSITION,HELMET_BELT_WORN
T20120007280,1,3,50,5,3,1,1,1
T20120006659,2,2,50,5,0,1,1,1
T20120006595,1,3,60,1,2,1,1,1
T20120013635,1,3,60,2,1,1,1,0
T20120006658,2,2,100,1,1,1,1,0
T20120011999,1,3,60,1,2,1,1,0
T20120006605,1,3,50,5,1,1,1,1
T20120006611,1,3,40,5,2,1,1,1
T20120006621,1,2,70,2,2,1,1,0
T20120006666,5,2,100,5,2,1,1,0
T20120006622,1,3,80,5,1,1,0,0
T20120006650,0,2,50,2,1,1,1,1
T20120006648,1,3,60,2,1,1,1,0
T20120006647,1,3,60,5,1,1,1,1
T20120006614,1,2,70,2,1,1,1,0
T20120006664,1,3,100,5,1,1,1,1
T20120006844,1,2,100,5,1,1,1,1
T20120006644,2,3,60,1,2,1,0,0
T20120006642,1,3,50,5,1,1,1,0
T20120006640,1,2,60,2,1,1,1,1
T20120006662,3,2,60,1,1,1,1,1
T20120006804,1,3,60,4,1,1,1,1
T20120006604,1,3,60,1,0,1,1,1
T20120007443,1,3,60,1,1,1,1,1
T20120006684,1,3,80,2,0,1,1,1
T20120008775,2,3,80,5,1,1,1,1
T20120006900,1,2,50,5,0,1,1,1
T20120013687,1,3,80,5,0,1,1,1
T20120016461,1,3,100,5,1,1,1,1
T20120006713,1,3,60,1,4,1,1,1
T20120008469,2,3,50,2,1,1,1,1
T20120006746,1,2,80,5,0,1,1,1
T20120006687,1,3,80,5,2,1,1,1
T20120006777,1,3,50,5,1,1,1,1
T20120006743,1,3,60,1,1,1,1,1
T20120006693,5,1,80,5,0,1,1,1
T20120006739,1,2,60,1,1,1,1,1
T20120006712,1,3,50,1,1,1,1,1
T20120006709,1,2,40,5,1,1,1,1
T20120006700,1,2,60,2,2,1,1,1
T20120007202,0,3,50,1,1,1,1,0
T20120006738,1,2,70,1,3,1,1,1
T20120014318,1,3,60,1,1,1,1,1
T20120006818,1,3,50,4,1,1,1,0
T20120007449,1,3,60,5,1,1,1,0
T20120006775,2,3,60,5,1,1,1,1
T20120006875,1,3,60,1,1,1,0,0
T20120006731,1,3,60,1,1,1,0,0
T20120007365,1,3,80,5,1,1,1,0
T20120006778,2,2,100,5,1,1,1,0
T20120006690,1,3,80,4,1,1,1,0
T20120006708,5,2,100,5,0,1,1,0
T20120006706,1,2,50,2,1,1,1,0
T20120006702,1,2,80,1,1,1,1,1
T20120006730,1,2,60,5,2,1,1,0
T20120008401,1,3,60,4,1,1,1,0
T20120006780,5,2,100,5,0,1,1,1
T20120006716,1,3,60,1,1,1,1,1
T20120006754,1,2,70,5,1,1,1,1
T20120006679,1,2,40,2,1,1,1,1
T20120006755,1,3,100,5,3,1,0,0
T20120006756,1,3,60,1,1,1,1,1
T20120006864,3,3,40,1,1,1,1,1
T20120006745,1,2,60,1,1,1,0,0
T20120006874,1,2,60,4,2,1,1,1
T20130007630,1,3,80,2,1,1,1,1
T20120006942,1,3,60,5,1,1,1,1
T20120011356,4,3,60,1,1,1,0,0
T20120013568,1,3,60,5,1,1,1,0
T20120007093,1,3,50,5,1,1,1,0
T20120006889,1,3,60,2,1,1,1,1
T20120007353,1,2,100,4,0,1,1,0
T20120006891,3,3,60,2,2,1,1,0
T20120007312,1,3,60,5,1,1,1,1
T20120007720,1,3,50,1,1,1,1,1
T20120006921,1,3,70,5,2,1,1,1
T20120007303,1,3,60,2,0,1,1,0
T20120007005,3,3,60,1,1,1,1,0
T20120006963,1,2,60,5,0,1,1,0
T20120006989,1,3,60,5,1,1,1,0
T20120006934,1,3,60,2,2,1,1,0
T20120009890,1,3,80,5,1,1,1,1
T20120006835,1,3,70,1,2,1,1,0
T20120006837,1,2,100,5,2,1,1,0
T20120006838,1,3,70,5,2,1,1,0
T20120006850,1,3,50,2,1,1,1,1
T20120006854,1,3,60,2,2,1,1,1
T20120006855,1,3,60,5,0,1,1,1
T20120006858,1,3,60,5,5,1,1,1
T20120006859,1,2,60,5,0,1,1,1
T20120006861,1,3,60,1,1,1,1,1
T20120006866,1,2,60,2,0,1,1,0
T20120012270,1,3,50,1,1,1,1,1
T20120006868,1,3,50,5,1,1,1,1
T20120006869,1,3,100,5,0,1,1,1
T20120006870,1,3,60,2,1,1,1,1
T20120006783,3,3,60,5,2,1,1,1
T20120006784,5,3,50,2,2,1,1,1
T20120006785,3,2,60,1,0,1,0,0
T20120006791,5,3,100,5,0,1,1,1
T20120006799,1,2,80,5,0,1,1,0
T20120006802,1,3,50,2,2,1,1,1
T20120006803,1,3,70,1,1,1,1,1
T20120006805,1,3,50,2,2,1,1,1
T20120006807,1,2,50,5,1,1,1,0
T20120006808,3,2,60,2,0,1,1,0
T20120006816,1,2,60,2,2,1,1,0
T20120006817,1,3,60,2,1,1,1,1
T20120006824,1,3,40,5,1,1,1,1
T20120006825,1,2,100,5,2,1,1,1
T20120006830,1,3,60,1,1,1,1,0
T20120006834,3,3,60,1,1,1,1,1
T20120006873,3,2,50,5,0,1,1,1
T20120006928,3,2,70,5,1,1,1,1
T20120006958,2,3,80,2,1,1,1,1
T20120007183,1,2,60,1,0,1,1,1
T20120015150,1,3,50,5,1,1,1,1
T20120006903,1,3,60,2,2,1,1,1
T20120006901,1,3,100,5,1,1,1,1
T20120006939,1,2,50,5,3,1,1,1
T20120006931,1,3,50,1,2,1,1,1
T20120011376,1,3,80,2,1,1,1,1
T20120007439,1,3,60,2,1,1,0,0
T20120006890,1,2,60,5,1,1,1,0
T20120006888,1,3,70,1,0,1,1,0
T20120006887,1,2,60,2,1,1,1,1
T20120006885,3,2,60,2,0,1,1,1
T20120006883,5,3,60,5,0,1,1,1
T20120006881,3,3,60,2,1,1,1,0
T20120006955,2,3,60,2,1,1,1,1
T20120008076,1,3,60,2,2,1,1,1
T20120006925,1,3,60,5,2,1,1,0
T20120008912,1,3,50,2,1,1,1,0
T20120007199,3,3,70,1,2,1,1,0
T20120006922,1,2,50,2,0,1,0,0
T20120006954,1,3,60,5,1,1,1,0
T20120007034,1,2,50,5,1,1,1,1
T20120006896,1,2,80,1,4,1,1,1
T20120006970,1,3,80,1,1,1,1,1
T20120006894,3,2,80,5,1,1,1,1
T20120006916,1,3,50,5,1,1,1,1
T20120006969,3,2,70,5,0,1,1,1
T20120006915,1,3,100,5,3,1,1,1
T20120006962,1,3,40,5,1,1,1,1
T20120006953,1,2,100,5,0,1,1,1
T20120007211,1,3,60,1,1,1,1,1
T20120007064,3,3,60,1,1,1,1,1
T20120006960,3,3,50,2,0,1,1,1
T20120006949,1,3,50,2,1,1,1,1
T20120007057,1,3,60,5,0,1,1,1
T20120006945,1,3,60,2,0,1,0,0
T20120006944,1,3,40,5,1,1,1,1
T20120006941,1,3,100,5,2,1,1,1
T20120012419,4,3,50,5,0,1,1,1
T20120008576,1,3,60,1,4,1,1,0
T20120006904,1,3,60,5,0,1,1,1
T20120006912,1,3,50,5,1,1,1,1
T20120006898,1,3,60,1,2,1,1,0
T20120006959,1,2,60,2,1,1,1,1
T20120007021,1,2,60,2,0,1,1,0
T20120006982,1,3,60,1,1,1,1,0
T20120007056,1,1,100,5,0,1,1,1
T20120006986,1,2,100,2,0,1,0,0
T20120006988,1,3,40,2,1,1,1,0
T20120006997,1,3,50,5,2,1,1,1
T20120006999,1,2,80,2,1,1,1,1
T20120007000,1,3,60,1,0,1,1,1
T20120007002,1,3,70,2,2,1,1,0
T20120007035,1,3,60,5,0,1,1,1
T20120007015,1,2,100,5,3,1,1,1
T20120007018,1,2,100,5,2,1,1,0
T20120007030,0,3,80,5,0,1,1,1
T20120008676,1,3,50,5,0,1,1,1
T20120007037,1,2,60,2,2,1,1,1
T20120007038,1,3,60,5,0,1,1,1
T20120007044,2,3,60,5,0,1,1,1
T20120007046,5,2,80,1,2,1,1,1
T20120007047,3,2,60,1,2,1,1,1
T20120007026,1,3,60,2,5,1,1,0
T20120007049,3,3,60,4,1,1,1,1
T20120007077,2,3,100,5,2,1,1,1
T20120007085,1,3,60,5,1,1,1,1
T20120007025,1,3,60,1,2,1,1,0
T20120007024,1,2,60,5,1,1,1,1
T20120007289,1,3,60,2,1,1,1,1
T20120009442,1,3,70,2,1,1,1,1
T20120007073,1,3,60,1,1,1,1,1
T20120007657,4,2,70,1,1,1,1,1
T20120007104,5,3,80,2,0,1,1,1
T20120008138,1,3,60,2,1,1,1,1
T20120007019,1,3,70,2,2,1,1,0
T20120007535,5,3,60,2,0,1,1,1
T20120007023,1,3,50,5,2,1,1,0
T20120007221,1,2,60,5,3,1,1,0
T20120008413,1,3,80,5,0,1,1,1
T20120007081,1,3,80,2,1,1,1,0
T20120007194,2,3,100,2,1,1,1,0
T20120007432,3,3,70,1,1,1,1,0
T20120007066,1,3,80,5,0,1,1,0
T20120007438,1,3,50,5,1,1,1,0
T20120007076,1,3,60,1,1,1,1,0
T20120012716,1,3,70,1,4,1,1,0
T20120007871,5,3,60,5,3,1,1,0
T20120007053,3,2,60,5,0,1,1,1
T20120007126,1,3,60,5,1,1,1,1
T20120009926,1,3,50,5,3,1,0,0
T20120007078,1,3,70,5,2,1,1,1
T20120007070,1,3,50,2,1,1,1,1
T20120008144,1,3,60,2,2,1,1,1
T20120007088,1,2,80,2,1,1,1,0
T20120007179,1,2,60,2,1,1,1,0
T20120007084,1,3,100,5,2,1,1,1
T20120007285,1,2,40,2,1,1,1,1
T20120007083,1,3,50,1,2,1,1,0
T20120007143,1,3,50,5,0,1,1,1
T20120007096,1,3,50,5,1,1,1,1
T20120007100,1,2,60,5,1,1,1,1
T20120007097,1,2,50,5,1,1,1,0
T20120007094,5,3,100,5,0,1,1,1
T20120007087,1,1,60,1,1,1,1,1
T20120007050,3,2,80,5,6,1,1,1
T20120007105,1,2,100,5,3,1,1,1
T20120007107,1,3,60,1,2,1,1,1
T20120007071,1,3,60,1,1,1,1,1
T20120007091,1,2,100,5,1,1,1,0
T20120007113,3,2,70,5,0,1,1,1
T20120007095,1,2,100,1,0,1,1,0
T20120007304,1,3,100,5,0,1,1,1
T20120011563,4,3,50,1,0,1,1,1
T20120007127,1,2,80,5,0,1,1,1
T20120007134,1,2,60,2,0,1,1,1
T20120007136,1,2,100,5,0,1,1,1
T20120007137,1,3,60,2,2,1,1,1
T20120007140,1,2,50,2,0,1,1,1
T20120007141,1,2,60,1,3,1,1,0
T20120007144,1,3,80,1,3,1,0,0
T20120007151,1,2,60,5,1,1,1,1
T20120007152,1,3,50,5,1,1,1,0
T20120007154,1,3,50,2,1,1,1,1
T20120007160,1,2,60,2,1,1,1,1
T20120007162,1,2,70,5,1,1,1,0
T20120007164,1,2,70,2,4,1,1,1
T20120007175,5,2,70,5,0,1,1,1
T20120007139,1,2,50,5,3,1,1,1
T20120007168,1,3,70,2,2,1,1,0
T20120007227,5,2,100,5,0,1,1,1
T20120007166,1,3,60,5,1,1,0,0
T20120007203,1,3,60,2,1,1,1,1
T20120008935,5,3,100,5,0,1,1,0
T20120007114,3,3,50,5,1,1,1,0
T20120007116,5,1,110,5,0,1,1,1
T20120007120,3,3,60,2,1,1,1,1
T20120007122,3,3,100,5,0,1,1,1
T20120007123,3,2,80,5,4,1,1,1
T20120007169,1,3,60,2,4,1,1,0
T20120007307,1,3,100,5,1,1,1,1
T20120007336,1,3,100,5,0,1,1,0
T20120007262,1,2,100,5,1,1,1,1
T20120007260,1,3,100,5,1,1,1,1
T20120007250,1,2,100,5,0,1,1,1
T20120007237,1,2,60,5,2,1,1,1
T20120007228,1,3,70,2,1,1,1,1
T20120007249,2,3,70,1,1,1,1,1
T20120007236,1,3,100,5,0,1,1,0
T20120007234,1,3,70,5,2,1,1,1
T20120007233,1,3,40,5,2,1,1,0
T20120007248,1,3,60,1,1,1,1,1
T20120007244,1,3,60,5,0,1,1,1
T20120007231,1,2,60,1,6,1,1,1
T20120007230,1,3,100,5,3,1,1,0
T20120007241,2,2,60,5,1,1,1,1
T20120009312,1,3,70,5,2,1,1,1
T20120007225,1,2,100,1,0,1,1,1
T20120007224,1,3,100,2,1,1,1,0
T20120007240,1,2,80,1,1,1,0,0
T20120007218,1,3,60,1,1,1,1,1
T20120007367,1,3,60,1,2,1,1,0
T20120007217,1,2,60,5,0,1,1,1
T20120007392,1,3,70,1,1,1,1,0
T20120007239,1,2,100,5,0,1,1,0
T20120007544,1,3,50,5,3,1,0,0
T20120007281,1,3,60,1,1,1,1,1
T20120007184,1,2,40,4,2,1,1,1
T20120007191,1,2,70,2,0,1,1,1
T20120007195,1,3,50,1,3,1,1,1
T20120007196,1,2,80,1,0,1,1,1
T20120007198,1,3,50,5,1,1,1,1
T20120007201,1,2,60,2,1,1,1,1
T20120007205,1,3,40,1,1,1,1,1
T20120007229,1,2,60,1,1,1,1,1
T20120007278,3,3,40,5,1,1,1,1
T20120007654,5,1,80,5,0,1,1,0
T20120007825,1,3,80,2,2,1,1,1
T20120007647,1,2,80,5,2,1,1,1
T20120007276,1,3,80,2,2,1,1,1
T20120007389,1,3,50,2,1,1,1,1
T20120007351,1,2,50,2,0,1,1,0
T20120007350,1,3,70,1,2,1,1,0
T20120007341,3,2,100,5,0,1,1,0
T20120007255,3,3,50,5,1,1,1,1
T20120007264,3,2,50,5,0,1,1,0
T20120007266,1,3,50,2,0,1,1,1
T20120007267,1,2,60,5,2,1,1,1
T20120007269,1,3,60,1,1,1,1,1
T20120007271,1,3,40,5,0,1,1,1
T20120007330,1,3,50,2,1,1,1,1
T20120007325,1,3,100,5,1,1,1,0
T20120007324,1,3,40,5,1,1,1,1
T20120007317,1,3,50,2,1,1,1,1
T20120007311,1,3,70,1,1,1,1,1
T20120007309,1,3,80,5,1,1,1,1
T20120007306,1,2,80,5,0,1,1,1
T20120007301,1,3,50,5,1,1,1,1
T20120007299,1,3,60,4,1,1,1,0
T20120007297,1,3,60,5,3,1,1,0
T20120007295,1,2,100,5,0,1,1,1
T20120007274,1,2,60,1,1,1,1,0
T20120007275,1,3,60,1,6,1,1,0
T20120007426,3,3,60,5,2,1,1,1
T20120007427,1,2,100,5,1,1,1,1
T20120007429,1,2,50,4,1,1,1,0
T20120007430,1,1,80,5,1,1,0,0
T20120007431,3,3,50,1,2,1,1,1
T20120007398,1,3,70,1,5,1,1,0
T20120007397,1,3,40,2,0,1,1,1
T20120007395,1,3,100,5,0,1,1,0
T20120007390,1,3,100,5,0,1,1,1
T20120007451,1,3,70,1,1,1,1,1
T20120007384,1,3,70,1,1,1,1,1
T20120007383,1,3,60,1,1,1,1,1
T20120007378,1,3,60,2,1,1,1,1
T20120007374,1,3,50,5,0,1,1,1
T20120007373,1,2,60,2,1,1,1,0
T20120007369,1,2,100,5,0,1,1,1
T20120007363,3,1,50,5,0,1,1,0
T20120007832,2,3,60,5,1,1,1,1
T20120007359,5,2,100,5,1,1,1,0
T20120007358,1,2,50,2,0,1,1,1
T20120009333,3,2,100,5,0,1,1,0
T20120007347,3,3,0,5,0,1,1,1
T20120007491,2,3,80,5,1,1,1,1
T20120007425,3,3,60,2,1,1,1,1
T20120007631,5,2,100,5,0,1,0,0
T20120007617,1,3,60,5,1,1,1,0
T20120007712,1,3,100,1,1,1,1,1
T20120007540,1,3,50,1,1,1,0,0
T20120007726,1,2,50,2,0,1,0,0
T20120014058,2,3,60,1,0,1,0,0
T20120008502,1,3,60,1,1,1,1,1
T20120007580,1,2,60,2,0,1,1,1
T20120007572,1,2,100,5,0,1,1,1
T20120007419,1,3,40,5,0,1,1,1
T20120007416,1,2,50,5,2,1,1,1
T20120007415,2,3,80,5,0,1,1,0
T20120007414,1,3,100,5,2,1,1,1
T20120007413,1,3,90,1,1,1,1,0
T20120007412,1,3,80,5,4,1,1,1
T20120013393,1,3,100,5,1,1,1,1
T20120007410,1,3,70,2,0,1,1,1
T20120007408,1,2,70,1,2,1,1,0
T20120007407,1,3,50,2,1,1,1,1
T20120007402,1,3,50,2,2,1,1,1
T20120007401,1,3,50,2,1,1,1,1
T20120007436,3,3,60,2,1,1,1,1
T20120007441,3,3,60,2,1,1,1,0
T20120007442,2,2,80,1,1,1,1,1
T20120007444,1,3,70,2,2,1,1,0
T20120007453,1,3,50,1,1,1,1,1
T20120007457,1,3,80,2,1,1,1,1
T20120007458,1,3,60,2,1,1,1,0
T20120007464,1,2,40,5,3,1,1,0
T20120007465,1,3,100,5,0,1,1,1
T20120007468,1,3,60,5,1,1,1,0
T20120015157,1,2,70,5,1,1,1,0
T20120007883,0,3,50,5,1,1,1,1
T20120007826,1,3,80,5,2,1,1,1
T20120007471,1,2,50,2,1,1,1,1
T20120028424,1,3,50,1,1,1,0,0
T20120007735,5,3,100,5,0,1,1,0
T20120007582,1,3,60,5,1,1,1,1
T20120007539,2,3,100,2,1,1,1,1
T20120007536,5,2,100,5,1,1,1,0
T20120015252,1,3,50,1,2,1,1,0
T20120008943,1,3,100,5,1,1,1,0
T20120009937,0,2,60,2,1,1,1,1
T20120007762,1,3,50,4,1,1,1,0
T20120007529,3,1,50,5,3,1,1,0
T20120007516,1,2,60,2,1,1,1,0
T20130006199,1,3,60,5,1,1,1,1
T20120007481,1,3,60,1,2,1,1,1
T20120007490,1,3,80,5,1,1,1,1
T20120007508,3,2,60,2,0,1,1,0
T20120007507,3,2,60,5,0,1,0,1
T20120007504,1,2,50,1,2,1,1,1
T20120007502,3,3,60,3,0,1,0,0
T20120007500,1,2,100,1,1,1,1,0
T20120007496,1,2,80,5,1,1,0,0
T20120007494,1,3,80,1,3,1,1,1
T20120007484,1,2,60,5,1,1,1,1
T20120007545,1,2,70,5,0,1,1,1
T20120007589,2,2,60,1,1,1,1,1
T20120007588,1,2,100,2,2,1,1,0
T20120007585,1,3,60,5,1,1,1,1
T20120007583,1,3,100,5,0,1,1,1
T20120007524,1,3,60,1,1,1,1,1
T20120007594,5,2,100,5,0,1,1,1
T20120007578,1,2,70,5,4,1,1,1
T20120007577,1,3,60,2,1,1,1,1
T20120008575,2,3,100,5,2,1,1,1
T20120007569,2,2,60,2,1,1,1,1
T20120007567,1,3,50,5,1,1,0,0
T20120007558,1,2,60,2,1,1,1,1
T20120007557,1,3,50,1,0,1,1,1
T20120007537,1,3,110,5,0,1,1,1
T20120007600,3,2,100,5,0,1,1,0
T20120007513,1,3,50,1,1,1,1,0
T20120008866,3,3,50,2,2,1,1,1
T20120007511,3,2,60,5,1,1,1,1
T20120007951,1,2,60,1,1,1,1,0
T20120007518,1,2,50,2,1,1,1,1
T20120007547,1,2,100,1,1,1,1,0
T20120007514,1,3,100,2,2,1,1,0
T20120007602,5,2,100,5,0,1,1,0
T20120007603,1,2,110,5,1,1,1,0
T20120014725,3,3,110,5,0,1,1,1
T20120007812,1,2,50,5,2,1,1,1
T20120007854,1,3,60,2,1,1,1,1
T20120007597,1,3,60,2,1,1,0,0
T20120008451,1,3,50,5,0,1,1,1
T20120007541,1,3,50,5,0,1,1,1
T20120007896,1,3,50,1,1,1,1,0
T20120007615,1,3,60,1,1,1,1,0
T20120008085,1,3,60,1,2,1,1,0
T20120007522,1,3,60,1,3,1,1,1
T20120007553,1,2,80,5,2,1,1,0
T20120007626,2,3,50,5,1,1,1,1
T20120007552,1,3,40,2,1,1,1,1
T20120007551,1,3,50,5,1,1,1,1
T20120007548,1,2,60,5,3,1,1,1
T20120007596,3,3,60,5,3,1,1,1
T20120007973,1,3,60,2,1,1,1,1
T20120007595,1,3,50,2,1,1,1,1
T20120007542,1,3,50,1,1,1,1,1
T20120007593,3,2,60,5,1,1,1,1
T20120007546,1,3,100,5,1,1,1,1
T20120007592,3,2,70,2,1,1,1,0
T20120007555,1,3,40,1,0,1,1,0
T20120007665,1,2,100,5,0,1,1,1
T20120007682,5,2,100,5,0,1,1,1
T20120007684,5,2,80,5,0,1,1,1
T20120007607,3,3,50,4,3,1,1,1
T20120007685,3,3,50,2,0,1,1,1
T20120007660,1,2,70,5,1,1,1,1
T20120007659,1,3,40,1,1,1,1,0
T20120007611,5,1,100,5,0,1,1,1
T20120007612,3,2,60,2,1,1,1,1
T20120007613,3,3,60,5,0,1,1,1
T20120007616,2,3,60,5,1,1,1,1
T20120007623,1,3,60,2,1,1,0,0
T20120007624,1,2,70,2,0,1,1,1
T20120007627,1,3,70,5,1,1,1,0
T20120007628,1,3,50,5,1,1,1,1
T20120007629,1,3,100,5,0,1,1,1
T20120007630,1,3,90,2,1,1,1,1
T20120007658,1,3,50,2,1,1,1,1
T20120007632,1,3,80,1,3,1,1,1
T20120007633,1,2,90,2,3,1,1,1
T20120007636,1,2,60,1,1,1,1,1
T20120007646,1,2,60,5,1,1,1,1
T20120007649,1,2,80,5,7,1,1,0
T20120015708,1,3,70,5,2,1,1,0
T20120007642,1,2,80,1,1,1,1,0
T20120008569,4,2,50,5,2,1,1,0
T20120007606,3,2,60,4,4,1,1,1
T20120008187,1,2,100,5,0,1,1,0
T20120009425,1,3,70,5,1,1,1,1
T20120007730,1,3,80,1,1,1,1,1
T20120013886,1,2,50,1,1,1,1,0
T20120007956,0,3,80,5,1,1,1,0
T20120007609,3,3,60,1,0,1,1,0
T20120007610,3,3,70,1,0,1,1,1
T20120007793,1,3,50,5,1,1,1,0
T20120007676,3,2,60,5,2,1,1,0
T20120007673,5,2,80,5,0,1,1,0
T20120007836,1,3,50,2,1,1,1,1
T20120007666,2,3,60,5,1,1,1,1
T20120010824,1,3,50,5,0,1,1,1
T20120007715,1,2,100,5,0,1,1,0
T20120012125,1,2,80,2,1,1,1,1
T20120007943,1,2,100,5,0,1,1,1
T20120007711,1,3,50,1,0,1,1,1
T20120007784,1,3,50,1,4,1,1,1
T20120007690,5,3,80,2,3,1,1,1
T20120011907,1,3,70,1,0,1,1,1
T20120007781,3,3,50,5,0,1,1,1
T20120007725,1,3,40,1,2,1,1,0
T20120010568,1,2,50,5,0,1,0,0
T20120008074,1,2,100,5,0,1,1,1
T20120007752,1,2,60,2,0,1,1,1
T20120008073,1,2,60,2,1,1,1,1
T20120007695,5,2,100,5,0,1,0,0
T20120007771,1,3,50,5,1,1,1,0
T20120007768,1,3,100,5,0,1,1,0
T20120009575,1,3,40,1,1,1,1,1
T20120008112,1,3,50,2,1,1,1,0
T20120007761,5,3,100,5,0,1,1,1
T20120007755,1,2,110,5,0,1,1,0
T20120007754,1,2,60,5,0,1,0,0
T20120007753,2,3,60,1,3,1,1,1
T20120007696,5,2,60,5,0,1,1,1
T20120007749,1,2,60,2,1,1,1,1
T20120007746,2,3,60,5,1,1,1,0
T20120007745,1,1,100,5,0,1,1,1
T20120007740,1,1,80,5,2,1,1,1
T20120007736,1,2,110,5,3,1,1,0
T20120007700,1,3,60,2,1,1,1,1
T20120007733,1,3,60,1,0,1,1,1
T20120011502,1,3,50,2,1,1,1,1
T20120012553,1,2,100,5,1,1,1,1
T20120007729,1,2,80,5,9,1,1,0
T20120007728,1,2,80,5,0,1,1,0
T20120014296,1,3,40,5,2,1,1,0
T20120007722,1,2,60,5,1,1,0,0
T20120007721,1,2,70,5,5,1,0,0
T20120008350,1,3,70,1,2,1,1,1
T20120007689,3,3,50,2,1,1,1,1
T20120007717,1,3,50,1,2,1,1,0
T20120010177,1,3,50,1,1,1,1,1
T20120007687,3,2,80,4,1,1,1,0
T20120012959,1,2,60,1,2,1,1,1
T20120007816,3,3,70,2,1,1,1,1
T20120007704,1,3,60,5,1,1,1,1
T20120007706,1,3,100,2,2,1,1,1
T20120007707,5,2,50,5,0,1,0,0
T20120007709,5,3,100,5,0,1,1,1
T20120007710,1,2,60,1,2,1,1,0
T20120008086,1,3,100,5,0,1,1,1
T20120007893,3,3,60,1,1,1,1,1
T20120007940,3,3,50,5,0,1,1,1
T20120007786,1,3,90,5,2,1,1,1
T20120009116,1,3,50,5,1,1,1,1
T20120007780,1,2,100,1,0,1,1,0
T20120007779,1,3,90,5,1,1,1,1
T20120007774,1,2,100,5,0,1,1,1
T20120007772,1,3,50,1,1,1,1,1
T20120007767,3,2,60,2,1,1,1,1
T20120014879,1,3,80,1,1,1,1,1
T20120007776,1,2,50,1,3,1,1,1
T20120008031,1,2,50,5,3,1,1,0
T20120009002,1,3,60,5,0,1,1,0
T20120009769,1,3,40,1,2,1,1,1
T20120007804,1,3,60,1,1,1,1,1
T20120007795,1,3,100,2,1,1,1,1
T20120007837,2,2,70,1,1,1,1,1
T20120007839,3,3,80,5,0,1,1,1
T20120007845,3,2,50,2,0,1,1,1
T20120007852,2,2,100,5,1,1,1,1
T20120007790,1,2,100,5,1,1,0,1
T20120007856,3,2,60,5,1,1,1,0
T20120007976,1,2,80,1,1,1,1,1
T20120007805,1,2,60,2,3,1,1,0
T20120008661,1,3,60,1,2,1,1,1
T20120007788,1,3,60,1,1,1,1,0
T20120007808,1,2,80,2,1,1,1,0
T20120007810,1,3,50,5,1,1,1,0
T20120007782,1,3,50,2,1,1,1,0
T20120007796,1,3,60,2,1,1,1,0
T20120007887,3,3,60,5,0,1,1,0
T20120007797,1,3,60,1,2,1,1,1
T20120007827,1,2,80,5,0,1,1,0
T20120007891,0,3,100,1,1,1,1,0
T20120007818,1,3,80,2,1,1,1,0
T20120007864,1,3,60,2,1,1,1,0
T20120007833,1,2,50,5,2,1,1,1
T20120007819,1,3,60,2,4,1,1,1
T20120007859,1,2,70,5,4,1,1,1
T20120007820,1,3,60,1,1,1,1,1
T20120007857,1,3,100,4,5,1,1,1
T20120007822,1,2,60,5,1,1,1,1
T20120007823,1,3,60,5,2,1,1,1
T20120007917,1,3,60,2,3,1,1,1
T20120007921,3,3,100,5,0,1,1,0
T20120007923,3,2,80,1,1,1,1,0
T20120010420,1,3,60,2,1,1,1,1
T20120007957,3,3,60,2,1,1,1,1
T20120013186,1,3,80,5,1,1,1,1
T20120007974,1,3,60,1,1,1,1,0
T20120017987,3,2,100,1,1,1,1,1
T20120011174,1,3,80,1,0,1,1,1
T20120008049,1,3,80,2,1,1,1,1
T20120010646,1,3,50,1,1,1,1,1
T20120009892,1,3,80,2,1,1,1,1
T20120007847,5,3,50,5,2,1,1,1
T20120007851,1,2,100,1,1,1,1,1
T20120007858,1,2,50,2,1,1,1,1
T20120007853,1,3,60,1,1,1,1,0
T20120007861,1,2,50,1,1,1,1,0
T20120017614,1,3,100,5,1,1,1,1
T20120007868,1,2,80,1,1,1,1,1
T20120007869,1,2,80,1,1,1,1,0
T20120007870,1,3,40,5,1,1,1,1
T20120007876,1,3,60,1,2,1,1,1
T20120007880,1,3,60,2,2,1,1,1
T20120008179,3,3,60,1,1,1,0,0
T20120007888,1,3,100,5,0,1,0,0
T20120007890,1,3,100,2,0,1,1,1
T20120008105,1,3,60,1,2,1,1,1
T20120008100,1,2,60,2,1,1,1,1
T20120017162,0,3,60,2,1,1,1,1
T20120007898,1,3,50,1,2,1,1,0
T20120007900,2,3,50,2,1,1,1,1
T20120007901,1,3,80,5,0,1,1,0
T20120007903,1,2,70,2,2,1,1,1
T20120007906,1,3,50,5,3,1,0,0
T20120007907,1,2,100,5,1,1,1,0
T20120007908,3,3,60,1,1,1,1,1
T20120007910,1,2,70,2,1,1,1,1
T20120007915,1,3,50,2,0,1,1,1
T20120007916,3,3,80,2,1,1,1,1
T20120014911,1,3,60,5,3,1,1,1
T20120007967,1,3,60,2,1,1,1,0
T20120007970,1,2,80,5,1,1,1,1
T20120007977,1,3,60,5,1,1,1,1
T20120007975,1,3,50,2,2,1,1,1
T20120009623,1,3,60,5,2,1,1,1
T20120009280,3,2,40,2,1,1,1,1
T20120017570,1,3,50,5,1,1,1,1
T20120007972,1,3,100,5,0,1,1,1
T20120008032,5,2,100,2,0,1,1,1
T20120007954,0,3,50,1,1,1,1,1
T20120007952,1,3,40,2,1,1,1,1
