ACCIDENT_NO,SEVERITY,SPEED_ZONE,ROAD_GEOMETRY,NO_PERSONS_NOT_INJ,LICENCE_STATE,SEATING_POSITION,HELMET_BELT_WORN,TAKEN_HOSPITAL,MEDIAN_AGE_GROUP,DAY_OF_WEEK,NO_OF_VEHICLES,NO_PERSONS,AGG_LIGH_SURF_ATMOS_COND,VEHICLE_YEAR_MANUF,VEHICLE_FUEL_TYPE,VEHICLES_TARE_WEIGHT,AGG_ROAD_SURFACE_TYPE,CAUGHT_FIRE,HIGHEST_LEVEL_OF_DAMAGE
T20120003819,SERIOUS,100,5,0,1,2,1,1.0,40-64,6,2,3,1.33,1997,D,1244.0,1,1,5
T20120003820,SERIOUS,100,5,0,1,2,0,0.0,17-25,5,2,2,1.0,1991,D,1161.0,1,2,4
T20120003822,SERIOUS,70,5,1,1,1,1,0.0,Under 16,4,2,2,1.0,1989,P,1375.0,1,2,1
T20120003823,OTHER,50,2,1,1,2,1,1.0,40-64,6,1,2,1.0,1993,P,1100.0,1,2,2
T20120003825,OTHER,60,5,1,1,1,0,1.0,40-64,5,2,2,1.67,2001,P,1307.0,1,2,1
T20120003826,OTHER,60,2,1,1,2,1,0.0,40-64,6,2,2,1.0,1988,D,6450.0,1,2,1
T20120003827,SERIOUS,80,5,0,1,2,1,1.0,40-64,6,1,1,1.0,1998,P,1550.0,1,2,5
T20120003832,SERIOUS,50,2,1,1,2,0,0.0,40-64,6,2,2,1.0,2010,P,1842.0,1,2,1
T20120003835,SERIOUS,80,5,0,1,1,1,1.0,26-39,6,1,1,1.0,1992,P,1250.0,1,2,5
T20120003836,OTHER,60,1,2,1,1,1,1.0,40-64,6,1,3,1.0,2010,P,1232.0,1,2,1
T20120003839,OTHER,60,1,4,1,2,0,1.0,17-25,6,2,5,1.0,1997,P,1455.0,1,2,3
T20120003840,OTHER,60,2,1,1,2,0,1.0,40-64,6,2,2,1.0,1957,D,1292.0,1,2,0
T20120003842,SERIOUS,50,5,1,1,2,0,1.0,40-64,6,3,2,1.0,2003,P,1140.0,1,2,1
T20120003844,OTHER,60,2,6,1,2,1,0.0,40-64,6,3,7,1.0,1999,P,1491.0,1,2,1
T20120003845,OTHER,80,5,1,1,2,1,1.0,17-25,6,2,4,1.0,1993,D,6225.0,1,2,1
T20120003846,SERIOUS,60,5,1,1,2,1,1.0,40-64,6,1,2,1.0,2006,P,1467.0,1,2,1
T20120003850,OTHER,70,1,0,1,2,0,0.0,26-39,6,2,2,1.0,1999,P,1498.0,1,2,3
T20120003852,OTHER,100,5,0,1,2,1,0.0,26-39,6,1,1,1.0,2007,D,1860.0,3,2,5
T20120003853,OTHER,50,5,1,1,1,1,0.0,40-64,6,1,2,1.0,2010,P,2040.0,1,2,0
T20120003854,OTHER,40,5,1,1,2,1,1.0,40-64,5,2,2,1.0,1986,P,1123.0,1,2,2
T20120003855,SERIOUS,60,5,0,1,2,0,0.0,40-64,6,2,2,1.33,2000,P,1522.0,1,2,4
T20120003861,OTHER,60,1,2,1,2,1,0.0,26-39,6,2,3,1.0,1991,P,1353.0,1,2,1
T20120003863,OTHER,60,1,1,1,2,1,0.0,26-39,6,2,2,1.33,1987,P,1250.0,1,2,1
T20120003864,OTHER,80,1,1,1,2,1,1.0,Under 16,6,1,2,1.0,1997,P,2030.0,1,2,1
T20120003867,OTHER,40,5,1,1,2,1,1.0,40-64,5,2,3,1.0,2005,D,2267.0,1,2,2
T20120003869,OTHER,60,5,0,1,2,1,1.0,26-39,6,6,2,1.67,1993,P,1223.0,1,2,2
T20120003875,OTHER,60,1,1,1,2,1,1.0,40-64,6,2,2,1.33,1996,P,1000.0,1,2,1
T20120003876,OTHER,80,5,0,1,1,0,0.0,17-25,6,1,1,1.67,1988,M,1350.0,1,2,5
T20120003883,SERIOUS,100,5,0,1,2,1,1.0,17-25,6,1,1,2.33,1990,D,1500.0,1,2,5
T20120003884,OTHER,50,2,1,1,2,1,0.0,26-39,7,1,2,1.67,1990,P,1400.0,1,2,0
T20120003885,SERIOUS,80,2,0,1,2,1,1.0,17-25,7,1,1,2.33,1996,P,930.0,1,2,3
T20120003887,OTHER,70,1,5,1,1,1,0.0,Under 16,7,2,7,2.0,1994,P,1310.0,1,2,3
T20120003889,OTHER,60,5,1,1,2,1,0.0,17-25,7,3,2,1.67,1997,P,1409.0,1,2,4
T20120003893,SERIOUS,60,1,1,1,1,0,1.0,40-64,2,2,2,1.0,1999,P,995.0,1,2,2
T20120003896,OTHER,60,5,0,1,2,0,1.0,26-39,1,1,1,0.67,1998,D,2363.0,1,2,1
T20120003898,SERIOUS,40,1,1,1,1,0,1.0,Under 16,7,1,2,1.0,1971,P,1550.0,1,2,1
T20120003901,SERIOUS,60,5,0,1,2,1,1.0,40-64,7,2,2,1.0,2002,P,1241.0,1,2,5
T20120003902,OTHER,60,5,1,1,2,1,1.0,26-39,6,2,2,1.0,2004,D,1907.0,1,2,1
T20120003903,OTHER,60,2,0,1,2,0,1.0,17-25,7,2,2,2.0,1999,P,1697.0,1,2,0
T20120003904,FATAL,100,5,0,1,2,1,1.0,26-39,7,1,2,1.0,2004,G,1628.0,1,2,5
T20120003905,OTHER,100,1,2,1,2,0,0.0,26-39,5,2,3,0.67,1989,P,1105.0,1,2,1
T20120003908,OTHER,60,2,1,1,2,1,0.0,40-64,7,2,3,0.33,1995,P,1212.0,1,2,2
T20120003910,SERIOUS,100,5,0,1,2,1,0.0,17-25,7,1,1,2.33,2001,P,1295.0,1,1,5
T20120003915,OTHER,70,2,4,1,2,1,0.0,26-39,7,4,6,1.0,1993,M,1635.0,1,2,1
T20120003917,OTHER,60,2,3,1,2,0,1.0,65+,6,2,4,0.33,2001,P,1321.0,1,2,1
T20120003918,OTHER,100,5,2,1,1,1,1.0,26-39,7,2,3,1.0,2000,P,1075.0,1,2,2
T20120003919,OTHER,80,1,1,1,1,0,0.0,17-25,7,2,2,1.0,1991,P,1621.0,1,2,1
T20120003920,OTHER,60,5,1,1,2,1,1.0,40-64,7,1,3,1.0,2006,P,1055.0,1,2,0
T20120003921,SERIOUS,80,1,1,1,2,0,1.0,26-39,7,2,3,1.0,1998,P,1450.0,1,2,4
T20120003925,SERIOUS,60,2,3,1,2,1,1.0,26-39,7,3,4,1.0,1994,P,1368.0,1,2,3
T20120003926,OTHER,50,5,1,1,2,1,1.0,40-64,7,1,2,1.0,2010,D,2273.0,3,2,0
T20120003928,OTHER,80,5,1,1,2,0,0.0,40-64,7,2,2,1.0,1999,P,715.0,1,2,0
T20120003930,SERIOUS,70,5,1,1,2,1,0.0,65+,6,1,2,1.0,1996,P,1250.0,1,2,1
T20120003931,OTHER,40,1,1,1,2,0,1.0,65+,3,2,2,1.0,1999,P,0.0,1,2,0
T20120003934,SERIOUS,80,5,0,1,2,1,1.0,40-64,7,1,1,1.0,2004,P,1400.0,1,2,1
T20120003938,OTHER,60,5,2,1,1,1,1.0,Under 16,5,2,3,1.0,1996,P,1150.0,1,2,3
T20120003941,SERIOUS,70,5,1,1,2,1,1.0,65+,7,2,2,0.67,1997,D,1393.0,1,2,1
T20120003942,OTHER,80,1,2,1,2,1,1.0,26-39,7,2,3,1.0,2004,P,1450.0,1,2,1
T20120003944,SERIOUS,60,1,4,1,1,1,1.0,Under 16,7,2,7,1.0,1998,P,1604.0,1,2,2
T20120003948,OTHER,50,5,1,1,2,1,1.0,26-39,7,2,2,0.67,1999,D,1757.0,1,2,1
T20120003950,OTHER,50,5,1,1,2,0,1.0,17-25,7,1,3,1.67,1998,P,1350.0,3,2,4
T20120003955,OTHER,60,5,0,1,2,0,1.0,40-64,7,1,1,1.0,2011,P,1050.0,1,2,3
T20120003957,OTHER,70,1,3,1,2,1,1.0,65+,7,3,4,1.0,2010,P,1473.0,1,2,3
T20120003958,SERIOUS,100,5,0,1,2,1,0.0,Under 16,6,1,1,1.0,2008,M,1800.0,3,2,3
T20120003961,OTHER,60,5,1,1,1,1,1.0,17-25,7,2,2,1.0,2007,P,1415.0,1,2,1
T20120003962,SERIOUS,60,2,1,1,2,1,1.0,65+,7,2,2,1.67,1996,P,1475.0,1,2,3
T20120003963,SERIOUS,80,1,2,1,2,0,1.0,65+,7,1,4,1.67,2008,P,1000.0,1,2,4
T20120003964,SERIOUS,100,5,0,1,2,0,1.0,40-64,7,1,1,2.33,1990,P,1000.0,1,2,5
T20120003969,SERIOUS,50,5,0,1,2,1,1.0,26-39,7,1,1,1.67,1990,P,0.0,1,2,3
T20120003972,SERIOUS,50,5,5,1,2,0,1.0,17-25,1,1,6,1.67,2000,P,1100.0,1,2,0
T20120003976,SERIOUS,60,5,1,1,2,0,0.0,17-25,7,2,2,1.67,1995,D,1134.0,1,2,0
T20120003981,SERIOUS,60,2,1,1,2,0,1.0,26-39,1,2,2,1.33,1975,P,1417.0,1,2,1
T20120003982,OTHER,70,2,1,1,2,0,1.0,26-39,1,2,2,0.67,2005,P,1247.0,1,2,1
T20120003983,OTHER,70,1,1,1,2,1,0.0,17-25,1,2,2,1.0,2009,D,1995.0,1,2,4
T20120003987,OTHER,50,2,1,1,1,0,0.0,17-25,7,2,2,1.0,2000,P,1195.0,1,2,2
T20120003989,OTHER,60,5,1,1,2,1,0.0,40-64,1,2,2,1.0,1999,P,660.0,1,2,0
T20120003991,OTHER,100,5,0,1,2,1,1.0,26-39,1,1,2,3.67,1992,D,1800.0,1,2,3
T20120003992,SERIOUS,50,5,0,1,2,1,1.0,26-39,1,2,1,1.33,2003,P,1082.0,1,2,3
T20120003993,OTHER,100,5,0,1,2,1,0.0,17-25,1,1,1,1.33,2010,D,1435.0,1,2,0
T20120003997,SERIOUS,60,1,1,1,1,1,1.0,26-39,1,2,2,1.0,1993,P,1133.0,1,2,5
T20120003998,OTHER,60,1,1,1,2,0,0.0,17-25,5,2,2,1.67,2003,D,5232.0,1,2,1
T20120003999,SERIOUS,60,5,2,1,2,1,1.0,40-64,1,3,3,1.0,2003,P,1508.0,1,2,3
T20120004000,SERIOUS,100,5,0,1,2,0,0.0,26-39,1,1,1,1.0,2011,P,1600.0,1,2,3
T20120004001,OTHER,50,1,2,1,2,0,1.0,40-64,1,1,3,1.0,2010,P,1669.0,1,2,0
T20120004002,OTHER,50,1,0,1,2,1,1.0,26-39,7,1,1,1.0,2008,P,1504.0,1,2,2
T20120004005,OTHER,50,1,1,1,2,1,0.0,26-39,1,2,2,1.0,1998,M,1457.0,1,2,1
T20120004011,SERIOUS,100,5,3,1,2,1,1.0,40-64,1,2,5,1.0,1994,P,1227.0,1,2,3
T20120004014,FATAL,100,5,0,1,2,1,0.0,40-64,1,1,1,1.0,1992,P,750.0,1,2,5
T20120004015,OTHER,80,5,0,1,2,0,1.0,40-64,0,1,1,1.0,1997,P,1275.0,3,2,4
T20120004018,OTHER,80,5,0,1,2,0,1.0,26-39,7,1,2,3.0,2007,P,1788.0,2,2,4
T20120004023,SERIOUS,80,5,0,1,2,1,1.0,40-64,7,1,1,1.33,2003,P,1050.0,1,2,0
T20120004025,OTHER,60,2,1,1,1,1,1.0,26-39,1,2,3,1.67,2008,G,1550.0,1,2,3
T20120004026,SERIOUS,80,5,0,1,2,1,1.0,40-64,7,1,1,0.67,1989,P,1521.0,1,2,2
T20120004028,FATAL,100,5,0,1,2,1,0.0,40-64,1,1,1,1.0,2012,M,2180.0,1,2,4
T20120004031,SERIOUS,60,5,1,1,1,1,0.0,26-39,3,2,2,0.33,2000,G,1317.0,1,2,1
T20120004033,OTHER,70,5,4,1,2,0,1.0,17-25,1,3,5,1.0,1989,P,1307.0,1,2,3
T20120004039,SERIOUS,60,5,0,1,2,0,1.0,40-64,1,2,2,1.0,1987,M,1100.0,1,2,4
T20120004040,OTHER,80,5,0,1,2,0,0.0,40-64,1,1,1,1.0,2006,P,1300.0,1,2,2
T20120004041,SERIOUS,40,1,2,1,2,0,0.0,17-25,1,2,3,1.67,1996,P,1055.0,1,2,2
T20120004042,SERIOUS,50,2,0,1,2,1,1.0,40-64,1,2,1,1.67,1990,M,1427.0,1,2,3
T20120004044,OTHER,80,5,1,1,2,0,1.0,Under 16,4,2,5,1.0,2004,D,1908.0,1,2,3
T20120004045,SERIOUS,50,2,0,1,2,1,0.0,17-25,1,1,2,1.67,2010,P,1343.0,1,2,5
T20120004047,OTHER,100,1,0,1,2,0,1.0,40-64,1,1,1,1.67,2010,P,1000.0,1,2,3
T20120004050,OTHER,50,2,2,1,1,1,1.0,65+,1,1,3,1.67,1995,P,1350.0,1,2,1
T20120004057,OTHER,50,1,1,1,1,0,0.0,26-39,2,2,2,2.0,2004,G,925.0,1,2,1
T20120004058,SERIOUS,60,5,1,1,2,0,1.0,65+,5,2,3,1.0,1995,D,2525.0,3,2,0
T20120004060,OTHER,50,2,3,1,2,1,0.0,26-39,2,2,4,1.0,2004,P,885.0,1,2,1
T20120004063,OTHER,50,2,1,1,2,1,1.0,40-64,2,2,2,1.0,2009,P,1572.0,1,2,1
T20120004072,OTHER,80,5,1,1,2,0,1.0,17-25,2,2,2,1.0,2003,D,5310.0,1,2,1
T20120004075,OTHER,70,2,0,1,1,0,0.0,26-39,4,2,2,1.0,2005,P,1345.0,1,2,1
T20120004079,OTHER,50,5,2,1,2,1,1.0,40-64,4,2,3,0.33,1999,P,1120.0,1,2,0
T20120004080,SERIOUS,70,5,3,1,2,1,1.0,65+,7,3,4,1.0,1992,P,1400.0,1,2,0
T20120004081,OTHER,60,4,0,1,1,1,1.0,40-64,2,1,1,1.67,2007,P,1400.0,1,2,1
T20120004083,OTHER,50,2,1,1,1,1,0.0,40-64,1,2,2,1.0,1996,P,1502.0,1,2,0
T20120004086,SERIOUS,70,2,2,1,2,0,1.0,17-25,2,2,3,1.67,2001,P,1299.0,1,2,2
T20120004088,OTHER,100,2,0,1,2,1,0.0,26-39,3,1,2,1.0,2002,P,1521.0,3,2,3
T20120004089,SERIOUS,100,5,0,1,1,1,0.0,17-25,1,1,4,3.33,2001,P,1532.0,3,2,5
T20120004093,SERIOUS,110,5,1,1,2,1,1.0,40-64,2,2,5,1.0,1999,D,1365.0,1,2,0
T20120004095,OTHER,70,2,2,1,2,1,0.0,40-64,2,3,3,1.0,1993,P,1613.0,1,2,1
T20120004102,OTHER,60,2,2,1,2,1,0.0,17-25,6,2,3,1.33,1999,P,0.0,1,2,0
T20120004104,OTHER,100,5,0,1,2,1,0.0,26-39,1,1,1,1.0,2011,P,350.0,1,2,1
T20120004106,OTHER,60,5,0,1,2,0,1.0,40-64,6,2,1,0.33,2000,P,1170.0,1,2,0
T20120004107,OTHER,40,2,2,1,1,1,0.0,17-25,2,2,3,0.67,1996,D,1324.0,1,2,1
T20120004108,OTHER,40,2,3,1,1,1,0.0,26-39,2,4,4,1.33,1995,P,1185.0,1,2,3
T20120004110,OTHER,50,5,1,1,2,0,0.0,65+,4,2,2,0.33,2005,G,1530.0,1,2,1
T20120004111,OTHER,80,1,1,1,2,1,1.0,17-25,7,2,2,1.0,1996,P,1225.0,1,2,1
T20120004112,OTHER,60,1,1,1,2,0,1.0,26-39,2,2,2,1.0,1996,P,1225.0,1,2,0
T20120004113,SERIOUS,70,2,0,1,2,0,0.0,17-25,2,2,2,1.0,2000,D,1465.0,1,2,5
T20120004119,OTHER,50,1,3,1,2,0,1.0,65+,2,2,4,1.0,1990,P,1200.0,1,2,4
T20120004125,SERIOUS,60,5,1,1,2,0,1.0,40-64,5,2,2,2.33,1996,P,1600.0,1,2,0
T20120004126,OTHER,60,2,1,1,2,1,1.0,65+,2,3,3,1.0,1997,P,1236.0,1,2,3
T20120004127,OTHER,70,5,1,1,2,1,0.0,26-39,2,2,2,1.0,2006,D,1700.0,1,2,1
T20120004131,OTHER,60,2,1,1,1,1,1.0,65+,2,2,2,1.0,2006,P,1263.0,1,2,2
T20120004134,SERIOUS,100,5,0,1,1,0,1.0,65+,2,1,1,1.0,1993,D,1500.0,1,2,5
T20120004135,SERIOUS,80,1,1,1,2,0,1.0,17-25,2,2,3,1.67,1997,P,1375.0,1,2,3
T20120004139,FATAL,100,5,0,1,2,1,1.0,40-64,2,1,2,1.67,2004,P,1535.0,1,2,3
T20120004141,OTHER,50,2,1,1,2,0,0.0,40-64,2,2,2,1.0,1992,D,4489.0,1,2,2
T20120004147,OTHER,70,5,1,1,2,0,0.0,40-64,2,2,2,1.0,2004,M,1422.0,1,2,0
T20120004149,SERIOUS,50,5,0,1,2,0,0.0,26-39,3,2,1,1.67,1996,P,1475.0,1,2,2
T20120004153,OTHER,50,2,0,1,2,0,1.0,40-64,2,1,1,1.67,1997,P,1150.0,1,2,5
T20120004162,SERIOUS,80,1,1,1,2,0,0.0,17-25,3,2,2,0.67,2004,G,1487.0,1,2,1
T20120004163,OTHER,50,1,2,1,2,1,0.0,40-64,1,2,4,1.0,2001,P,1577.0,1,2,1
T20120004164,SERIOUS,80,1,0,1,1,0,1.0,65+,3,2,5,1.0,1997,D,1422.0,1,2,2
T20120004165,OTHER,60,1,1,1,2,1,0.0,17-25,3,2,2,1.0,1995,P,1600.0,1,2,1
T20120004168,SERIOUS,50,5,0,1,2,0,1.0,17-25,3,2,1,1.0,1998,P,1475.0,1,2,3
T20120004175,OTHER,60,2,1,1,2,0,1.0,26-39,7,2,2,1.0,1997,D,1562.0,1,2,1
T20120004178,SERIOUS,100,1,1,1,2,1,1.0,26-39,2,2,3,1.67,1993,D,1720.0,1,2,3
T20120004179,OTHER,60,1,1,1,2,0,1.0,65+,3,2,3,1.0,2006,P,1205.0,1,2,1
T20120004181,OTHER,60,1,1,1,1,1,0.0,65+,7,2,2,1.0,2005,D,1852.0,1,2,2
T20120004187,OTHER,60,2,4,1,1,1,0.0,40-64,3,4,5,1.0,1984,P,1344.0,1,2,1
T20120004190,OTHER,60,4,1,1,1,0,1.0,26-39,3,2,2,1.0,2001,P,1304.0,1,2,3
T20120004197,OTHER,100,5,1,1,1,0,1.0,26-39,1,1,3,2.33,1998,P,1700.0,1,2,3
T20120004198,OTHER,60,4,1,1,2,0,0.0,65+,3,2,2,1.0,1999,P,1200.0,1,2,1
T20120004199,OTHER,60,5,0,1,2,0,0.0,40-64,1,1,1,1.0,1984,P,1350.0,1,2,1
T20120004200,SERIOUS,80,5,0,1,2,0,0.0,17-25,3,1,1,1.0,1998,P,1504.0,1,2,5
T20120004201,OTHER,60,5,2,1,1,0,1.0,65+,3,2,3,1.0,1995,P,1227.0,1,2,4
T20120004203,SERIOUS,60,1,1,1,2,1,1.0,40-64,3,2,2,1.0,1997,P,1225.0,1,2,2
T20120004204,OTHER,60,2,1,1,2,1,1.0,65+,3,2,2,1.0,2006,D,1550.0,1,2,2
T20120004205,SERIOUS,100,5,0,1,1,1,0.0,65+,3,1,1,1.0,1985,P,700.0,1,2,5
T20120004206,SERIOUS,110,1,2,1,2,1,1.0,65+,3,3,3,1.0,1990,P,3940.0,1,2,1
T20120004207,OTHER,40,5,2,1,2,1,0.0,26-39,6,3,3,1.0,2001,P,2153.0,1,2,2
T20120004208,OTHER,60,2,1,1,2,1,1.0,65+,3,2,2,1.0,1994,G,1597.0,1,2,1
T20120004209,OTHER,70,2,2,1,1,1,1.0,40-64,3,3,3,1.0,1997,P,1227.0,3,2,3
T20120004213,OTHER,60,1,1,1,2,1,1.0,17-25,3,3,2,1.0,2007,P,2906.0,1,2,1
T20120004215,OTHER,80,5,1,1,2,0,1.0,40-64,1,2,2,1.67,2003,P,1562.0,1,2,4
T20120004217,OTHER,100,5,1,1,2,0,0.0,40-64,3,2,2,1.0,2001,G,1474.0,1,2,3
T20120004220,OTHER,60,2,1,1,2,1,1.0,17-25,5,1,2,0.33,2008,P,1686.0,1,2,1
T20120004222,OTHER,60,2,1,1,2,1,0.0,26-39,4,2,2,1.0,2001,P,1335.0,1,2,0
T20120004224,SERIOUS,80,5,3,1,2,1,1.0,17-25,3,4,4,1.0,1998,P,1336.0,1,2,2
T20120004225,OTHER,50,2,0,1,2,1,1.0,40-64,3,1,1,1.0,2008,P,1300.0,1,2,3
T20120004226,OTHER,100,5,3,1,2,1,1.0,17-25,3,4,9,1.0,1991,P,1536.0,1,2,1
T20120004227,OTHER,50,5,0,1,2,0,0.0,40-64,3,1,1,1.0,2008,P,2588.0,1,2,5
T20120004235,SERIOUS,80,1,1,1,2,1,1.0,17-25,3,2,2,1.67,1999,D,1411.0,1,2,1
T20120004237,OTHER,60,1,0,1,2,0,1.0,65+,4,2,2,1.67,1994,P,1160.0,1,2,3
T20120004240,OTHER,100,5,0,1,2,1,1.0,17-25,3,1,1,1.67,1991,M,1900.0,1,2,5
T20120004243,OTHER,60,2,2,1,1,1,0.0,Under 16,4,3,3,1.0,1991,P,1330.0,1,2,1
T20120004244,SERIOUS,90,5,0,1,2,1,0.0,26-39,3,1,1,1.0,2007,P,0.0,1,2,3
T20120004247,SERIOUS,100,5,0,1,2,1,0.0,65+,4,1,2,2.33,2005,P,1770.0,1,1,5
T20120004248,SERIOUS,60,5,3,1,2,1,1.0,40-64,4,3,5,1.0,2000,P,3651.0,1,2,3
T20120004249,OTHER,50,5,0,1,2,0,1.0,17-25,4,2,2,1.0,2003,D,1613.0,1,2,0
T20120004250,SERIOUS,100,5,2,1,2,1,1.0,26-39,4,2,3,1.0,2008,P,1382.0,1,2,2
T20120004251,OTHER,60,5,1,1,2,1,0.0,40-64,4,2,2,0.67,1998,D,1965.0,1,2,1
T20120004252,OTHER,60,5,1,1,1,0,1.0,17-25,4,4,4,1.0,2004,P,1283.0,1,2,1
T20120004255,OTHER,40,1,1,1,2,1,1.0,26-39,3,2,2,1.0,1998,P,558.0,1,2,1
T20120004256,SERIOUS,80,5,2,1,2,1,0.0,17-25,4,2,3,1.33,1990,D,4475.0,1,2,1
T20120004260,SERIOUS,70,2,1,1,2,1,1.0,26-39,4,2,6,1.0,1995,P,1109.0,1,2,4
T20120004263,FATAL,110,5,0,1,1,0,0.0,17-25,4,1,1,1.0,2010,D,1890.0,1,2,5
T20120004265,OTHER,80,2,1,1,2,1,1.0,17-25,3,2,2,1.0,1994,P,1225.0,1,2,1
T20120004267,SERIOUS,70,5,1,1,2,0,0.0,26-39,4,1,2,0.33,1998,P,1750.0,1,2,0
T20120004272,OTHER,80,5,0,1,2,1,0.0,40-64,7,1,1,1.0,2007,P,1690.0,1,2,2
T20120004273,SERIOUS,60,5,2,1,1,1,1.0,Under 16,3,4,4,1.0,1999,P,2409.0,1,2,1
T20120004274,OTHER,80,1,1,1,2,1,0.0,26-39,4,2,2,0.67,1993,P,1722.0,1,2,1
T20120004275,OTHER,60,5,1,1,2,1,1.0,40-64,6,2,2,1.67,2005,D,3780.0,1,2,0
T20120004280,OTHER,50,5,2,1,2,1,0.0,40-64,4,2,3,1.0,2000,P,1227.0,1,2,1
T20120004281,OTHER,60,5,1,1,2,1,0.0,40-64,3,1,2,1.67,2007,P,1370.0,1,2,2
T20120004282,OTHER,80,5,1,1,2,0,1.0,26-39,4,3,4,1.0,1994,P,6176.0,1,2,2
T20120004283,OTHER,50,5,1,1,1,0,1.0,17-25,4,1,2,1.0,2007,P,1947.0,1,2,0
T20120004284,OTHER,50,5,1,1,2,0,1.0,26-39,3,2,2,1.33,1996,P,1260.0,1,2,1
T20120004285,OTHER,80,5,0,1,2,1,1.0,40-64,4,1,1,2.33,1986,P,1080.0,1,2,4
T20120004287,SERIOUS,40,5,1,1,2,0,1.0,40-64,7,2,2,1.67,2002,D,1625.0,1,2,0
T20120004288,OTHER,40,5,1,1,2,0,0.0,65+,6,2,2,1.0,1994,D,2328.0,1,2,1
T20120004289,OTHER,100,2,0,1,1,0,1.0,26-39,1,1,1,1.0,2000,P,900.0,3,2,0
T20120004295,SERIOUS,60,2,1,1,2,1,0.0,17-25,4,2,2,1.0,2000,P,1180.0,1,2,1
T20120004299,OTHER,100,5,4,1,2,1,0.0,40-64,4,3,5,1.0,2006,G,1558.0,1,2,2
T20120004300,SERIOUS,60,1,1,1,1,1,0.0,17-25,4,2,2,1.0,2003,P,1425.0,1,2,3
T20120004301,OTHER,80,1,1,1,2,0,1.0,26-39,4,2,3,1.33,1999,P,1096.0,1,2,4
T20120004302,OTHER,80,5,1,1,1,1,1.0,Under 16,4,2,3,1.0,1995,P,1175.0,1,2,3
T20120004303,SERIOUS,70,1,1,1,2,1,1.0,26-39,4,1,2,1.0,2003,M,1700.0,1,2,1
T20120004305,OTHER,50,1,0,1,2,0,0.0,Under 16,4,2,2,1.0,1999,P,1219.0,1,2,2
T20120004309,OTHER,60,2,3,1,1,0,0.0,40-64,4,2,5,1.0,1990,P,1120.0,1,2,1
T20120004311,OTHER,60,2,2,1,2,0,1.0,40-64,4,2,3,1.67,1995,P,1100.0,1,2,4
T20120004314,OTHER,60,2,0,1,2,1,0.0,26-39,4,2,4,1.67,1998,P,1160.0,1,2,5
T20120004316,OTHER,70,5,1,1,1,0,1.0,17-25,4,2,2,1.0,2006,P,1318.0,1,2,2
T20120004318,SERIOUS,50,5,0,1,2,1,0.0,40-64,4,1,1,1.0,1993,P,1000.0,1,2,5
T20120004320,SERIOUS,60,2,1,1,2,1,1.0,26-39,4,2,2,1.67,1998,P,1867.0,1,2,2
T20120004324,OTHER,50,2,1,1,2,0,0.0,26-39,5,1,2,2.33,1995,P,1100.0,1,2,3
T20120004326,SERIOUS,60,1,0,1,2,0,0.0,26-39,4,2,4,1.67,2000,P,1377.0,1,2,3
T20120004327,OTHER,100,5,2,1,2,0,0.0,26-39,5,3,4,1.33,2008,P,1533.0,1,2,4
T20120004330,OTHER,60,1,1,1,2,1,1.0,26-39,5,2,2,1.0,1992,P,7450.0,1,2,1
T20120004331,SERIOUS,60,2,1,1,2,0,1.0,17-25,4,2,2,1.0,1998,P,1270.0,1,2,2
T20120004332,OTHER,60,1,1,1,2,0,0.0,26-39,5,2,2,0.67,2006,D,695.0,1,2,1
T20120004333,OTHER,70,5,2,1,2,1,1.0,26-39,5,3,3,1.0,2000,P,1960.0,1,2,1
T20120004337,SERIOUS,70,4,1,1,2,1,1.0,40-64,5,3,3,1.0,2006,P,1464.0,1,2,4
T20120004340,OTHER,100,5,0,1,2,1,1.0,26-39,3,1,1,1.0,2002,D,1410.0,1,2,5
T20120004342,SERIOUS,70,5,2,1,2,0,0.0,40-64,5,3,5,1.33,1981,P,1316.0,1,2,3
T20120004343,OTHER,100,1,1,1,1,1,1.0,17-25,3,2,2,1.0,1999,D,1644.0,1,2,2
T20120004345,SERIOUS,100,5,0,1,2,0,1.0,26-39,4,1,1,1.33,1996,P,1200.0,1,1,5
T20120004346,OTHER,100,5,0,1,2,1,1.0,65+,5,2,2,1.0,2000,D,1600.0,1,2,3
T20120004349,OTHER,60,5,0,1,2,1,1.0,17-25,1,1,1,1.0,2010,P,1432.0,3,2,2
T20120004350,SERIOUS,80,2,1,1,2,1,1.0,40-64,5,2,2,1.33,2008,D,1859.0,1,2,0
T20120004353,OTHER,60,1,1,1,2,1,0.0,40-64,5,2,2,1.33,2005,D,1375.0,1,2,0
T20120004357,OTHER,70,5,0,1,2,1,1.0,40-64,5,1,1,1.33,2009,M,995.0,1,2,3
T20120004358,OTHER,40,1,1,1,2,1,0.0,65+,5,2,2,1.0,2005,P,1123.0,1,2,1
T20120004363,SERIOUS,80,1,1,1,1,1,0.0,Under 16,4,2,2,1.67,1998,P,600.0,1,2,3
T20120004364,SERIOUS,70,5,1,1,1,0,1.0,26-39,5,2,2,0.67,2007,D,1592.0,1,2,1
T20120004365,OTHER,100,5,1,1,1,1,1.0,Under 16,5,2,2,0.67,1991,P,1150.0,1,2,1
T20120004366,SERIOUS,50,5,0,1,2,1,0.0,40-64,5,1,1,1.0,1994,D,1400.0,1,2,3
T20120004368,SERIOUS,40,2,1,1,2,1,1.0,17-25,7,2,2,1.0,1999,D,0.0,1,2,0
